Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"42160-1","Technic","Licensed",2023,"Audi RS Q e-tron",,914,149.99,179.99,239.99,169.99,5702017425207,673419378611,38.2,26.2,11.8,,"",0,0,0,,0,0,,,,,,,,,133.2900,118.9800,"01/08/2023","31/12/2026"
"42161-1","Technic","Licensed",2023,"Lamborghini Huracán Tecnica",,806,46.99,49.99,64.99,52.99,5702017425214,673419378628,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,34.2800,29.9300,"01/08/2023","31/12/2025"
"42162-1","Technic","Licensed",2023,"Bugatti Bolide Agile Blue",,905,44.99,49.99,64.99,49.99,5702017433516,673419378987,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,52.4100,,"01/06/2023","31/12/2024"
"43210-1","Disney","Moana",2023,"Moana's Wayfinding Boat",2,321,29.99,34.99,44.99,34.99,5702017424774,673419378406,19.1,26.2,6.1,,"",0,0,0,,0,0,,,,,,,,,33.7600,,"01/01/2023","31/12/2024"
"43211-1","Disney","Sleeping Beauty",2023,"Aurora's Castle",3,187,39.99,44.99,59.99,44.99,5702017424781,673419378413,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,30.1800,,"01/01/2023","31/12/2024"
"43212-1","Disney","Disney 100",2023,"Disney Celebration Train",6,200,34.99,39.99,49.99,39.99,5702017424798,673419378420,35.2,19,6.8,0.568,"",0,0,0,,0,0,,,,,,,,,30.7400,31.5000,"01/04/2023","31/12/2025"
"43213-1","Disney","Storybook Adventures",2023,"The Little Mermaid Story Book",3,134,17.99,19.99,24.99,19.99,5702017424804,673419378437,20.5,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,17.0600,,"01/05/2023","31/07/2024"
"43214-1","Disney","Tangled",2023,"Twirling Rapunzel",1,89,8.99,9.99,13.99,9.99,5702017424811,673419378444,12.2,14.1,4.6,0.107,"",0,0,0,,0,0,,,,,,,,,7.4100,5.0000,"01/01/2023","31/12/2024"
"43215-1","Disney","Disney 100",2023,"The Enchanted Treehouse",13,1016,149.99,159.99,209.99,169.99,5702017424828,673419378451,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,136.3000,,"01/06/2023","31/12/2024"
"43216-1","Disney","Disney Princess",2023,"Princess Enchanted Journey",3,320,59.99,64.99,84.99,64.99,5702017424835,673419378468,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,32.7300,,"01/01/2023","31/12/2024"
"43217-1","Disney","Disney 100",2023,"'Up' House",2,598,49.99,59.99,79.99,54.99,5702017424842,673419378475,26.2,38.2,7.1,,"",0,0,0,,0,0,,,,,,,,,47.0400,34.4000,"01/04/2023","31/12/2025"
"43218-1","Disney","Frozen",2023,"Anna and Elsa's Magical Carousel",4,175,18.99,19.99,24.99,20.99,5702017424859,673419378482,19.1,20.5,6.1,0.295,"",0,0,0,,0,0,,,,,,,,,28.1700,,"01/06/2023","31/12/2024"
"43219-1","Disney","Disney Princess",2023,"Disney Princess Creative Castles",2,140,29.99,34.99,44.99,34.99,5702017424866,673419378499,28,22.5,5.2,,"",0,0,0,,0,0,,,,,,,,,23.0900,,"01/03/2023","31/12/2024"
"43220-1","Disney","Storybook Adventures",2023,"Peter Pan & Wendy's Storybook Adventure",3,111,17.99,19.99,24.99,19.99,5702017424873,673419378505,20.5,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,16.9100,,"01/03/2023","31/07/2024"
"43221-1","Disney","Disney 100",2023,"100 Years of Disney Animation Icons",1,1022,49.99,59.99,79.99,54.99,5702017424897,673419378512,26.2,28.2,7.6,0.799,"",0,0,0,,0,0,,,,,,,,,42.6800,,"01/06/2023","31/12/2024"
"43222-1","Disney","Disney 100",2023,"Disney Castle",8,4837,344.99,399.99,519.99,399.99,5702017424903,673419378529,48,52.3,21.8,,"",0,0,0,,0,0,,,,,,,,,425.9800,,"01/07/2023","31/12/2025"
"43223-1","Disney","Wish",2023,"Asha in the City of Rosas",2,154,18.99,19.99,24.99,20.99,5702017424910,673419378536,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"43224-1","Disney","Wish",2023,"King Magnifico's Castle",4,613,84.99,99.99,129.99,94.99,5702017424927,673419378260,,,,,"",0,0,0,,0,0,,,,,,,,,,,"01/10/2023","31/12/2024"
"43225-1","Disney","The Little Mermaid",2023,"The Little Mermaid Royal Clamshell",5,1808,139.99,159.99,219.99,159.99,5702017424941,673419378284,62,39,12,2.862,"",0,0,0,,0,0,,,,,,,,,94.9300,,"01/05/2023","31/12/2024"
"43226-1","Disney","Disney 100",2023,"Disney Duos",,553,42.99,44.99,59.99,47.99,5702017433875,673419379151,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,32.8400,25.0000,"01/06/2023","31/12/2024"
"43227-1","Disney","Disney 100",2023,"Villain Icons",4,1540,124.99,129.99,169.99,139.99,5702017433882,673419379168,37.8,48,9.4,,"",0,0,0,,0,0,,,,,,,,,121.9200,102.3500,"01/06/2023","31/12/2024"
"43229-1","Disney","The Little Mermaid",2023,"Ariel's Treasure Chest",1,370,42.99,44.99,59.99,47.99,5702017433899,673419379175,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,29.9900,,"01/06/2023","31/12/2024"
"43230-1","Disney","Disney 100",2023,"Walt Disney Tribute Camera",3,811,89.99,99.99,129.99,99.99,5702017462530,673419381314,35.4,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,79.7300,68.1000,"01/09/2023","31/12/2025"
"43231-1","Disney","Wish",2023,"Asha's Cottage",4,509,46.99,49.99,64.99,52.99,5702017462554,673419381338,,,,,"",0,0,0,,0,0,,,,,,,,,29.7300,,"01/10/2023","31/12/2024"
"43232-1","Disney","Disney 100",2023,"Peter Pan & Wendy's Flight over London",3,466,57.99,59.99,79.99,64.99,5702017476414,673419381932,28.2,26.2,5.9,,"",0,0,0,,0,0,,,,,,,,,57.0400,40.0000,"01/09/2023","31/12/2024"
"45495-1","Education","Storage",2023,"Small Sorting Top Trays",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45823-1","Education","FIRST LEGO League Challenge",2023,"MASTERPIECE Challenge Set",,1756,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"45824-1","Education","FIRST LEGO League Explore",2023,"MASTERPIECE Explore Set",,805,,,,,,,54,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2023","31/12/2024"
"60356-1","City","Stuntz",2023,"Bear Stunt Bike",1,10,6.99,7.99,9.99,7.99,5702017416182,673419374927,9.1,12.2,4.7,0.044,"",0,0,0,,0,0,,,,,,,,,7.6400,,"01/01/2023","31/12/2023"
"60357-1","City","Stuntz",2023,"Stunt Truck & Ring of Fire Challenge",3,479,44.99,59.99,79.99,49.99,5702017416175,673419374934,47.8,28,5.8,0.861,"",0,0,0,,0,0,,,,,,,,,34.1000,,"01/03/2023","31/12/2023"
"60358-1","City","Stuntz",2023,"Cyber Stunt Bike",1,13,6.99,7.99,9.99,7.99,5702017416199,673419374941,9.1,12.2,4.7,0.047,"",0,0,0,,0,0,,,,,,,,,6.1400,,"01/01/2023","31/12/2023"
"60359-1","City","Stuntz",2023,"Dunk Stunt Ramp Challenge",1,144,17.99,29.99,39.99,19.99,5702017416205,673419374958,26,22,6,0.37,"",0,0,0,,0,0,,,,,,,,,15.0000,,"01/03/2023","31/12/2023"
"60360-1","City","Stuntz",2023,"Spinning Stunt Challenge",2,117,29.99,39.99,49.99,34.99,5702017416212,673419374965,28,26,5.8,0.374,"",0,0,0,,0,0,,,,,,,,,32.4800,,"01/03/2023","31/12/2023"
"60361-1","City","Stuntz",2023,"Ultimate Stunt Riders Challenge",4,385,79.99,99.99,129.99,89.99,5702017416229,673419374972,47.5,37.5,6.5,1.06,"",0,0,0,,0,0,,,,,,,,,60.0000,,"01/03/2023","31/12/2023"
"60362-1","City","Town",2023,"Car Wash",2,243,17.99,32.99,39.99,19.99,5702017415017,673419373678,26,19,7.2,0.434,"",0,0,0,,0,0,,,,,,,,,13.8600,,"01/06/2023","31/12/2024"
"60363-1","City","Town",2023,"Ice-Cream Shop",3,296,29.99,39.99,49.99,34.99,5702017415635,673419374989,28,26,5.9,0.581,"",0,0,0,,0,0,,,,,,,,,25.5000,,"01/06/2023","31/12/2024"
"60364-1","City","Town",2023,"Street Skate Park",4,454,49.99,67.99,84.99,54.99,5702017415642,673419373999,47.8,28,6,1.003,"",0,0,0,,0,0,,,,,,,,,44.7400,,"01/06/2023","31/12/2024"
"60365-1","City","Town",2023,"Apartment Building",6,688,74.99,94.99,119.99,84.99,5702017415659,673419374002,37.4,35,9.2,1.4,"",0,0,0,,0,0,,,,,,,,,58.2600,45.0000,"01/06/2023","31/12/2024"
"60366-1","City","General",2023,"Ski and Climbing Centre",8,1045,94.99,119.99,149.99,104.99,5702017415666,673419374019,47.8,37.5,9,2.233,"",0,0,0,,0,0,,,,,,,,,83.1900,,"01/06/2023","31/12/2024"
"60367-1","City","Airport",2023,"Passenger Airplane",9,913,89.99,119.99,149.99,99.99,5702017416274,673419374842,48,37.8,9.4,1.821,"",0,0,0,,0,0,,,,,,,,,91.1700,,"01/09/2023","31/12/2025"
"60368-1","City","Exploration",2023,"Arctic Explorer Ship",7,815,129.99,159.99,209.99,149.99,5702017416281,673419375054,57.1,37.5,11.2,0.2634,"",0,0,0,,0,0,,,,,,,,,122.7400,,"01/06/2023","31/12/2025"
"60369-1","City","Police",2023,"Mobile Police Dog Training",2,197,17.99,29.99,39.99,19.99,5702017416298,673419375061,26.2,19.1,7.2,0.426,"",0,0,0,,0,0,,,,,,,,,15.5600,,"01/01/2023","31/12/2025"
"60370-1","City","Police",2023,"Police Station Chase",4,172,29.99,39.99,49.99,34.99,5702017416304,673419375078,28.2,26.2,5.9,0.592,"",0,0,0,,0,0,,,,,,,,,24.3400,,"01/01/2023","31/12/2024"
"60371-1","City","Medical",2023,"Emergency Vehicles HQ",5,706,59.99,69.99,89.99,64.99,5702017416311,673419375085,53.5,27.8,7.3,1.401,"",0,0,0,,0,0,,,,,,,,,53.4100,30.0000,"01/01/2023","31/12/2023"
"60372-1","City","Police",2023,"Police Training Academy",6,823,79.99,99.99,129.99,89.99,5702017416328,673419375092,54,28.2,9.1,1.58,"",0,0,0,,0,0,,,,,,,,,73.8100,,"01/01/2023","31/12/2024"
"60373-1","City","Fire",2023,"Fire Rescue Boat",3,144,17.99,29.99,39.99,19.99,5702017416335,673419375108,26.2,19.1,6.1,0.349,"",0,0,0,,0,0,,,,,,,,,15.5800,15.0000,"01/01/2023","31/12/2025"
"60374-1","City","Fire",2023,"Fire Command Truck",3,502,49.99,64.99,79.99,54.99,5702017416342,673419375115,48,28.2,6.1,0.926,"",0,0,0,,0,0,,,,,,,,,48.1700,35.0000,"01/01/2023","31/12/2025"
"60375-1","City","Fire",2023,"Fire Station and Fire Engine",3,153,29.99,39.99,49.99,34.99,5702017416359,673419375122,28.2,26.2,7.6,0.57,"",0,0,0,,0,0,,,,,,,,,29.0900,,"01/01/2023","31/12/2024"
"60376-1","City","Exploration",2023,"Arctic Explorer Snowmobile",1,70,8.99,10.99,13.99,9.99,5702017416366,673419375139,15.6,14,4.5,0.126,"",0,0,0,,0,0,,,,,,,,,8.7800,6.2900,"01/06/2023","31/12/2024"
"60377-1","City","Exploration",2023,"Explorer Diving Boat",3,182,24.99,39.99,49.99,29.99,5702017416373,673419375146,35.2,19,5.9,0.382,"",0,0,0,,0,0,,,,,,,,,18.7800,17.9700,"01/06/2023","31/12/2024"
"60378-1","City","Exploration",2023,"Arctic Explorer Truck and Mobile Lab",4,489,62.99,74.99,99.99,69.99,5702017416380,673419375153,53.6,27.8,5.5,0.939,"",0,0,0,,0,0,,,,,,,,,54.7700,,"01/06/2023","31/12/2024"
"60379-1","City","Exploration",2023,"Deep-Sea Explorer Submarine",7,842,94.99,109.99,139.99,104.99,5702017416397,673419375160,47.8,37.5,6.5,1.78,"",0,0,0,,0,0,,,,,,,,,84.6300,79.7600,"01/06/2023","31/12/2024"
"60380-1","City","Town",2023,"Downtown",14,2010,179.99,199.99,259.99,209.99,5702017419473,673419375986,57.8,47.6,8.6,3.203,"",0,0,0,,0,0,,,,,,,,,330.4300,,"01/06/2023","31/12/2024"
"60381-1","City","Seasonal",2023,"LEGO City Advent Calendar 2023",7,258,19.99,34.99,44.99,26.99,5702017415581,673419375443,38.2,26.2,7.1,0.39,"",0,0,0,,0,0,,,,,,,,,23.0200,,"01/09/2023","31/12/2023"
"60382-1","City","Traffic",2023,"Vet Van Rescue",2,58,8.99,9.99,13.99,9.99,5702017399812,673419372039,15.7,14.1,4.5,0.126,"",0,0,0,,0,0,,,,,,,,,9.7100,6.9900,"01/01/2023","31/12/2023"
"60383-1","City","Great Vehicles",2023,"Electric Sports Car",1,95,8.99,9.99,13.99,9.99,5702017399829,673419372046,15.7,14.1,6.1,0.152,"",0,0,0,,0,0,,,,,,,,,7.8400,,"01/01/2023","31/12/2024"
"60384-1","City","Great Vehicles",2023,"Penguin Slushy Van",2,194,17.99,19.99,24.99,19.99,5702017398860,673419372053,26.2,19.1,6.1,0.374,"",0,0,0,,0,0,,,,,,,,,13.6500,10.3900,"01/01/2023","31/12/2024"
"60385-1","City","Great Vehicles",2023,"Construction Digger",2,148,17.99,19.99,24.99,19.99,5702017416403,673419375177,26.2,19.1,6.1,0.336,"",0,0,0,,0,0,,,,,,,,,17.3000,,"01/01/2023","31/12/2023"
"60386-1","City","Great Vehicles",2023,"Recycling Truck",3,261,29.99,29.99,39.99,34.99,5702017416410,673419375184,35.4,19.1,7,0.56,"",0,0,0,,0,0,,,,,,,,,16.7600,10.3800,"01/01/2023","31/12/2024"
"60387-1","City","Great Vehicles",2023,"4x4 Off-Roader Adventures",2,252,24.99,29.99,39.99,29.99,5702017416427,673419375191,35.4,19.1,7,0.514,"",0,0,0,,0,0,,,,,,,,,23.9600,12.3100,"01/01/2023","31/12/2024"
"60388-1","City","Great Vehicles",2023,"Gaming Tournament Truck",4,344,39.99,39.99,49.99,44.99,5702017416434,673419375207,38.2,26.2,7.1,0.78,"",0,0,0,,0,0,,,,,,,,,30.0000,22.2400,"01/01/2023","31/12/2024"
"60389-1","City","Great Vehicles",2023,"Custom Car Garage",4,507,44.99,59.99,79.99,49.99,5702017416441,673419375214,48,28.2,6.1,0.815,"",0,0,0,,0,0,,,,,,,,,43.1000,19.0800,"01/01/2023","31/12/2024"
"60390-1","City","Great Vehicles",2023,"Park Tractor",1,86,8.99,9.99,13.99,9.99,5702017416458,673419375221,15.7,14.1,6.1,0.156,"",0,0,0,,0,0,,,,,,,,,10.9700,3.0000,"01/01/2023","31/12/2023"
"60391-1","City","Construction",2023,"Construction Trucks and Wrecking Ball Crane",4,235,44.99,59.99,79.99,49.99,5702017416465,673419375238,47.8,28,5.8,0.992,"",0,0,0,,0,0,,,,,,,,,43.5800,,"01/06/2023","31/12/2025"
"60392-1","City","Police",2023,"Police Bike Car Chase",2,59,8.99,9.99,13.99,9.99,5702017416571,673419375245,15.7,14.1,4.5,0.114,"",0,0,0,,0,0,,,,,,,,,8.3500,,"01/01/2023","31/12/2024"
"60393-1","City","Fire",2023,"4x4 Fire Truck Rescue",1,97,8.99,9.99,13.99,9.99,5702017416588,673419375252,15.7,14.1,4.5,0.158,"",0,0,0,,0,0,,,,,,,,,5.7500,3.0000,"01/01/2023","31/12/2023"
"60394-1","City","Park",2023,"ATV and Otter Habitat",1,90,8.99,9.99,13.99,9.99,5702017434087,673419379335,15.7,14.1,4.5,0.145,"",0,0,0,,0,0,,,,,,,,,10.1800,6.7300,"01/01/2023","31/12/2023"
"60395-1","City","Racing",2023,"Combo Race Pack",3,362,24.99,29.99,39.99,29.99,5702017433103,673419379113,35.4,19.1,7,,"",0,0,0,,0,0,,,,,,,,,35.7200,,"01/08/2023","31/12/2024"
"60396-1","City","Racing",2023,"Modified Race Cars",2,359,24.99,29.99,39.99,29.99,5702017433110,673419379120,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,33.3400,,"01/08/2023","31/12/2024"
"60397-1","City","Racing",2023,"Monster Truck Race",2,301,24.99,29.99,39.99,29.99,5702017433127,673419379137,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,15.7900,,"01/08/2023","31/12/2024"
"60398-1","City","Town",2023,"Family House and Electric Car",3,462,46.99,59.99,79.99,52.99,5702017462363,673419381123,47.8,28,5.8,0.975,"",0,0,0,,0,0,,,,,,,,,44.3800,36.7900,"01/06/2023","31/12/2023"
"66733-1","Collectable Minifigures","Series 24",2023,"LEGO Minifigures - Series 24  {Box of 6 random bags}",,0,,29.94,35.94,,,,,,,,"",0,0,0,,0,0,,,,,,,,,33.8000,,"",""
"66734-1","Collectable Minifigures","Disney 100 Series",2023,"LEGO Minifigures - Disney 100 Series {Box of 6 random bags}",,,,29.94,35.94,,,,9.7,13.5,9.5,,"",0,0,0,,0,0,,,,,,,,,33.5400,,"01/05/2023","31/08/2023"
"66735-1","Collectable Minifigures","Marvel Studios Series 2",2023,"LEGO Minifigures - Marvel Studios Series 2 {Box of 6 random packs}",,0,,29.99,35.94,,,673419381406,15.7,8.8,9.7,,"",0,0,0,,0,0,,,,,,,,,39.9900,,"01/09/2023","31/12/2023"
"66744-1","City","Product Collection",2023,"CITY 2 in 1 Bundle Pack",,356,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66745-1","Classic","Product Collection",2023,"Classic 2 in 1 Bundle Pack",,334,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66747-1","Miscellaneous","Product Collection",2023,"Animal Play Pack",,486,,14.97,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0000,,"",""
"66749-1","Super Mario","Character Pack - Series 6",2023,"Character Packs - Series 6 Bundle",,,,,,,,,21,11.8,8,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2023","31/12/2023"
"66751-1","Duplo","Product Collection",2023,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66762-1","Classic","",2023,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66768-1","City","Product Collection",2023,"2 in 1 Bundle Pack",,252,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66772-1","City","Product Collection",2023,"Big Wheel Gift Set",,330,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.0900,,"",""
"66773-1","Friends","Product Collection",2023,"Play Day Gift Set",,322,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,19.9900,,"",""
"66774-1","Jurassic World","Product Collection",2023,"Dino Combo Pack",,391,,79.98,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66775-1","Star Wars","Product Collection",2023,"Hoth Combo Pack",,691,,69.98,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,54.0800,,"01/10/2023","31/12/2023"
"66776-1","Duplo","Product Collection",2023,"Fruit & Vegetables Gift Pack",,39,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"66777-1","Miscellaneous","Product Collection",2023,"Vehicle Pack",,288,,24.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"01/10/2023","31/12/2023"
"66778-1","Star Wars","Product Collection",2023,"Star Wars Mech 3-Pack",,432,,47.97,,,,,43.2,16.1,6.5,,"",0,0,0,,0,0,,,,,,,,,31.9900,,"01/09/2023","31/12/2023"
"66779-1","Minecraft","Product Collection",2023,"Overworld Adventures Pack",,357,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"01/10/2023","31/12/2023"
"66780-1","Ideas","",2023,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-0","Collectable Minifigures","Series 24",2023,"LEGO Minifigures - Series 24 {Random bag}",,,3.49,4.99,5.99,3.99,5702017417660,673419376365,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-1","Collectable Minifigures","Series 24",2023,"Football Referee",1,7,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.6700,,"",""
"71037-2","Collectable Minifigures","Series 24",2023,"Robot Warrior",1,13,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,49.5500,44.1400,"",""
"71037-3","Collectable Minifigures","Series 24",2023,"Brown Astronaut and Spacebaby",2,10,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-4","Collectable Minifigures","Series 24",2023,"Carrot Mascot",1,8,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-5","Collectable Minifigures","Series 24",2023,"Falconer",1,8,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-6","Collectable Minifigures","Series 24",2023,"T-Rex Costume Fan",1,6,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-7","Collectable Minifigures","Series 24",2023,"Orc",1,10,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-8","Collectable Minifigures","Series 24",2023,"Conservationist",1,7,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-9","Collectable Minifigures","Series 24",2023,"Potter",1,10,3.49,4.99,,3.99,5702017417660,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-10","Collectable Minifigures","Series 24",2023,"Rococo Aristocrat",1,6,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-11","Collectable Minifigures","Series 24",2023,"Rockin' Horse Rider",1,7,3.49,4.99,,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-12","Collectable Minifigures","Series 24",2023,"Newspaper Kid",1,8,3.49,4.99,5.99,3.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-13","Collectable Minifigures","Series 24",2023,"LEGO Minifigures - Series 24 - Complete",13,100,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71037-14","Collectable Minifigures","Series 24",2023,"LEGO Minifigures - Series 24 - Sealed Box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"71038-0","Collectable Minifigures","Disney 100 Series",2023,"LEGO Minifigures - Disney 100 Series {Random bag}",,,3.49,4.99,5.99,3.99,5702017417813,673419376372,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-1","Collectable Minifigures","Disney 100 Series",2023,"Oswald the Lucky Rabbit",1,5,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,12.7900,4.5000,"01/05/2023","31/08/2023"
"71038-2","Collectable Minifigures","Disney 100 Series",2023,"Pinocchio",1,6,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,86.7700,63.6300,"01/05/2023","31/08/2023"
"71038-3","Collectable Minifigures","Disney 100 Series",2023,"Jiminy Cricket",1,7,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-4","Collectable Minifigures","Disney 100 Series",2023,"Sorcerer Mickey",1,8,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-5","Collectable Minifigures","Disney 100 Series",2023,"Tiana",1,8,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-6","Collectable Minifigures","Disney 100 Series",2023,"Dr. Facilier",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-7","Collectable Minifigures","Disney 100 Series",2023,"Queen of Hearts",1,8,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-8","Collectable Minifigures","Disney 100 Series",2023,"Aurora",1,7,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-9","Collectable Minifigures","Disney 100 Series",2023,"Mulan",1,9,3.49,4.99,,3.99,5702017417813,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-10","Collectable Minifigures","Disney 100 Series",2023,"Ernesto de la Cruz",1,6,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-11","Collectable Minifigures","Disney 100 Series",2023,"Miguel Rivera",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-12","Collectable Minifigures","Disney 100 Series",2023,"Pocahontas",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-13","Collectable Minifigures","Disney 100 Series",2023,"Cruella de Vil",1,8,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-14","Collectable Minifigures","Disney 100 Series",2023,"Robin Hood",1,7,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-15","Collectable Minifigures","Disney 100 Series",2023,"Prince John",1,7,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-16","Collectable Minifigures","Disney 100 Series",2023,"Experiment 626 Stitch",1,6,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-17","Collectable Minifigures","Disney 100 Series",2023,"Baymax",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-18","Collectable Minifigures","Disney 100 Series",2023,"Evil Queen",1,9,3.49,4.99,,3.99,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-19","Collectable Minifigures","Disney 100 Series",2023,"LEGO Minifigures - Disney 100 Series - Complete",18,137,,,,,,,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71038-20","Collectable Minifigures","Disney 100 Series",2023,"LEGO Minifigures - Disney 100 Series - Sealed Box",,,3.49,4.99,5.99,3.99,,673419376372,9.5,15,0.7,,"",0,0,0,,0,0,,,,,,,,,,,"01/05/2023","31/08/2023"
"71039-0","Collectable Minifigures","Marvel Studios Series 2",2023,"LEGO Minifigures - Marvel Studios Series 2 {Random pack}",,,3.49,4.99,5.99,3.99,5702017417820,673419376389,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/09/2023","31/12/2023"
"71039-1","Collectable Minifigures","Marvel Studios Series 2",2023,"Agatha Harkness",1,11,3.49,4.99,,3.99,,,9.4,10.6,2.4,,"",0,0,0,,0,0,,,,,,,,,3.7900,,"01/09/2023","31/12/2023"
